sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,sample,asv,rank,identity_percentage,evalue,kingdom,phylum,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,location_name,year,extraction_blank,library,sample_collection_date,swell_m,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,notes_about_sample,filtration_comments,region_name_label,region_code_label,dna_extraction_date,extraction_notes,pcr_blank
pecoe-0385,Field blank,motu13,828,Oligocottus,Oligocottus sculpin species,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Oligocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu1,794,Cymatogaster aggregata,Shiner perch,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu647,660,Cymatogaster,Cymastogater perch species,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu37,312,Bos,Cow,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu66,70,Bos,Cow,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu3,230,Clupea pallasii,Pacific herring,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu3,389,Clupea pallasii,Pacific herring,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu16,245,Platichthys stellatus,Starry flounder,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu881,357,Pholis ornata,Saddleback gunnel,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu890,344,Bos,Cow,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu930,319,Oncorhynchus gorbuscha,Pink salmon,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu8,201,Paralabrax maculatofasciatus,Spotted sand bass,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Paralabrax,Serranidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu1179,195,Myoxocephalus stelleri,Steller's sculpin,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Myoxocephalus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu1257,165,alpha proteobacterium,Bacteria,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,NA,NA,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu1293,150,Bos,Cow,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu1317,141,Cymatogaster aggregata,Shiner perch,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu1482,50,Chaetoceros calcitrans,Diatom,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Coscinodiscophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0385,Field blank,motu374,24,Rhinogobiops nicholsii,Blackeye goby,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Rhinogobiops,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu2,1399,Leptocottus armatus,Pacific staghorn sculpin,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,8208,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu3,5309,Clupea pallasii,Pacific herring,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu18,773,No BLAST hit,No BLAST hit,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu7,2460,Pholis ornata,Saddleback gunnel,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu8,155,Paralabrax maculatofasciatus,Spotted sand bass,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Paralabrax,Serranidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu16,39,Platichthys stellatus,Starry flounder,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu6,2335,Pholis laeta,Crescent gunnel,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu15,1603,Lumpenus sagitta,Snake prickleback,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Lumpenus,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu37,5775,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu7,1324,Pholis ornata,Saddleback gunnel,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu19,1301,Anoplarchus,Cockscomb species,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Anoplarchus,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu14,354,Myoxocephalus,Myoxocephalus sculpin species,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Myoxocephalus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu16,1480,Platichthys stellatus,Starry flounder,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu21,382,Ammodytes personatus,Pacific sandlance,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Ammodytes,Ammodytidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu9,379,Engraulis mordax,Californian anchovy,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Engraulis,Engraulidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu66,39,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu25,1085,Enophrys bison,Buffalo sculpin,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Enophrys,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu29,942,Sebastes,Rockfish species,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Sebastes,Sebastidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu42,456,Hexagrammos,Greenling species,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu66,2986,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu35,376,Phanerodon vacca,Pile perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Phanerodon,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu64,276,Lepidogobius lepidus,Bay goby,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Lepidogobius,Gobiidae,Gobiiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu53,449,Atherinopsis californiensis,Jack silverside,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Atherinopsis,Atherinidae,Atheriniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu68,582,Gadus chalcogrammus,Alaska pollock,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Gadus,Gadidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu51,1596,Artedius lateralis,Smoothhead sculpin,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Artedius,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu3,277,Clupea pallasii,Pacific herring,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,1309,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,474,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu37,1237,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu3,33,Clupea pallasii,Pacific herring,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu37,609,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu10,1155,Syngnathus californiensis,Bay pipefish,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Syngnathus,Syngnathidae,Syngnathiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,54,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,158,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,61,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu37,1093,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu3,492,Clupea pallasii,Pacific herring,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu37,1604,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu7,134,Pholis ornata,Saddleback gunnel,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu308,9,Unknown organism,Unknown organism,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu37,1239,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu16,192,Platichthys stellatus,Starry flounder,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu66,935,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu7,1534,Pholis ornata,Saddleback gunnel,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu37,980,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu7,566,Pholis ornata,Saddleback gunnel,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,165,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu6,835,Pholis laeta,Crescent gunnel,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu453,1377,Pholis ornata,Saddleback gunnel,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu16,680,Platichthys stellatus,Starry flounder,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Platichthys,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,1335,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
