sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,asv,rank,identity_percentage,evalue,kingdom,phylum,freshwater_only,motu_pa,location_name,year,extraction_blank,library,sample_collection_date,swell_m,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,notes_about_sample,filtration_comments,region_name_label,region_code_label,dna_extraction_date,extraction_notes,pcr_blank
pecoe-0385,Field blank,motu23,3828,Bos,Cow,PP_E,BC_PP,BC_PP,48.877066666675,-125.30529575,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu1,30,Cymatogaster aggregata,Shiner perch,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu12,18256,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu3,28,Clupea pallasii,Pacific herring,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu23,740,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0393,Field blank,motu12,269,Bos,Cow,PP_C,BC_PP,BC_PP,48.88829575,-125.379820833325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0396,Field blank,motu1,46,Cymatogaster aggregata,Shiner perch,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0396,Field blank,motu12,13217,Bos,Cow,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0396,Field blank,motu3,76,Clupea pallasii,Pacific herring,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0396,Field blank,motu23,2550,Bos,Cow,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0396,Field blank,motu13,33,Oligocottus,Oligocottus sculpin species,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,Oligocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0396,Field blank,motu136,114,Bovidae,Cow,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0396,Field blank,motu12,836,Bos,Cow,PP_JJ,BC_PP,BC_PP,48.9222545,-125.279333666675,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0403,Field blank,motu1,27,Cymatogaster aggregata,Shiner perch,PP_HI,BC_PP,BC_PP,48.95144225,-125.31274625,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0403,Field blank,motu12,26,Bos,Cow,PP_HI,BC_PP,BC_PP,48.95144225,-125.31274625,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0403,Field blank,motu3,25,Clupea pallasii,Pacific herring,PP_HI,BC_PP,BC_PP,48.95144225,-125.31274625,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0404,Field blank,motu12,21422,Bos,Cow,PP_SI,BC_PP,BC_PP,48.992217,-125.346867,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0404,Field blank,motu3,15,Clupea pallasii,Pacific herring,PP_SI,BC_PP,BC_PP,48.992217,-125.346867,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0404,Field blank,motu23,2904,Bos,Cow,PP_SI,BC_PP,BC_PP,48.992217,-125.346867,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0404,Field blank,motu12,3553,Bos,Cow,PP_SI,BC_PP,BC_PP,48.992217,-125.346867,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0404,Field blank,motu23,129,Bos,Cow,PP_SI,BC_PP,BC_PP,48.992217,-125.346867,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0404,Field blank,motu12,932,Bos,Cow,PP_SI,BC_PP,BC_PP,48.992217,-125.346867,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0409,Field blank,motu12,4626,Bos,Cow,PP_G,BC_PP,BC_PP,48.9123,-125.260333,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0409,Field blank,motu3,24,Clupea pallasii,Pacific herring,PP_G,BC_PP,BC_PP,48.9123,-125.260333,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0409,Field blank,motu23,2017,Bos,Cow,PP_G,BC_PP,BC_PP,48.9123,-125.260333,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0409,Field blank,motu23,503,Bos,Cow,PP_G,BC_PP,BC_PP,48.9123,-125.260333,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0419,Field blank,motu1,11,Cymatogaster aggregata,Shiner perch,NV_BI,BC_NV,BC_NV,50.488348975,-128.0457531325,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0419,Field blank,motu12,2865,Bos,Cow,NV_BI,BC_NV,BC_NV,50.488348975,-128.0457531325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0419,Field blank,motu23,1486,Bos,Cow,NV_BI,BC_NV,BC_NV,50.488348975,-128.0457531325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0419,Field blank,motu12,217,Bos,Cow,NV_BI,BC_NV,BC_NV,50.488348975,-128.0457531325,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0424,Field blank,motu1,22,Cymatogaster aggregata,Shiner perch,NV_KB,BC_NV,BC_NV,50.4971572,-127.8555162,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0424,Field blank,motu12,6665,Bos,Cow,NV_KB,BC_NV,BC_NV,50.4971572,-127.8555162,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0424,Field blank,motu23,245,Bos,Cow,NV_KB,BC_NV,BC_NV,50.4971572,-127.8555162,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0424,Field blank,motu23,3405,Bos,Cow,NV_KB,BC_NV,BC_NV,50.4971572,-127.8555162,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0424,Field blank,motu12,431,Bos,Cow,NV_KB,BC_NV,BC_NV,50.4971572,-127.8555162,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0424,Field blank,motu12,106,Bos,Cow,NV_KB,BC_NV,BC_NV,50.4971572,-127.8555162,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0429,Field blank,motu1,26,Cymatogaster aggregata,Shiner perch,NV_KC,BC_NV,BC_NV,50.522388250000006,-127.57589065,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0429,Field blank,motu12,10835,Bos,Cow,NV_KC,BC_NV,BC_NV,50.522388250000006,-127.57589065,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0429,Field blank,motu3,20,Clupea pallasii,Pacific herring,NV_KC,BC_NV,BC_NV,50.522388250000006,-127.57589065,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0429,Field blank,motu23,3437,Bos,Cow,NV_KC,BC_NV,BC_NV,50.522388250000006,-127.57589065,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0429,Field blank,motu6,1900,Pholis laeta,Crescent gunnel,NV_KC,BC_NV,BC_NV,50.522388250000006,-127.57589065,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0429,Field blank,motu12,264,Bos,Cow,NV_KC,BC_NV,BC_NV,50.522388250000006,-127.57589065,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu12,2637,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu23,4344,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu12,242,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu1,983,Cymatogaster aggregata,Shiner perch,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0434,Field blank,motu12,471,Bos,Cow,NV_JL,BC_NV,BC_NV,50.444099066666666,-127.50139193333334,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0445,Field blank,motu1,15,Cymatogaster aggregata,Shiner perch,IC_SHS,BC_IC,BC_IC,50.091105,-125.04424575,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0445,Field blank,motu12,273,Bos,Cow,IC_SHS,BC_IC,BC_IC,50.091105,-125.04424575,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0445,Field blank,motu23,105,Bos,Cow,IC_SHS,BC_IC,BC_IC,50.091105,-125.04424575,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0445,Field blank,motu82,86,Balaenoptera physalus,Fin whale,IC_SHS,BC_IC,BC_IC,50.091105,-125.04424575,Balaenoptera,Balaenopteridae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu1,30,Cymatogaster aggregata,Shiner perch,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu12,2456,Bos,Cow,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu3,907,Clupea pallasii,Pacific herring,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu23,1196,Bos,Cow,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu19,73,Ammodytes personatus,Pacific sandlance,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Ammodytes,Ammodytidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu43,20,Citharichthys stigmaeus,Speckled sanddab,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Citharichthys,Paralichthyidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu3,704,Clupea pallasii,Pacific herring,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu800,529,Bos,Cow,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0449,Field blank,motu23,156,Bos,Cow,IC_OPB,BC_IC,BC_IC,50.137183125,-125.21423375,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0454,Field blank,motu1,40,Cymatogaster aggregata,Shiner perch,IC_MAB,BC_IC,BC_IC,50.1178255,-125.225831,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0454,Field blank,motu6,1553,Pholis laeta,Crescent gunnel,IC_MAB,BC_IC,BC_IC,50.1178255,-125.225831,Pholis,Pholidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0454,Field blank,motu115,78,Unknown organism,Unknown organism,IC_MAB,BC_IC,BC_IC,50.1178255,-125.225831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0454,Field blank,motu83,234,Sus scrofa,Pig,IC_MAB,BC_IC,BC_IC,50.1178255,-125.225831,Sus,Suidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0454,Field blank,motu426,54,Cyanobacteria,Cyanobacteria,IC_MAB,BC_IC,BC_IC,50.1178255,-125.225831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-011,Extraction blank,motu1,36,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-011,Extraction blank,motu12,20,Bos,Cow,NA,NA,NA,NA,NA,Bos,Bovidae,Artiodactyla,Mammalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-011,Extraction blank,motu2,1587,Leptocottus armatus,Pacific staghorn sculpin,NA,NA,NA,NA,NA,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-011,Extraction blank,motu15,18,Oncorhynchus gorbuscha,Pink salmon,NA,NA,NA,NA,NA,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-011,Extraction blank,motu2,829,Leptocottus armatus,Pacific staghorn sculpin,NA,NA,NA,NA,NA,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-012,Extraction blank,motu1,20,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-012,Extraction blank,motu61,668,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-013,Extraction blank,motu1,39,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-014,Extraction blank,motu1,10,Cymatogaster aggregata,Shiner perch,NA,NA,NA,NA,NA,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-014,Extraction blank,motu2,11014,Leptocottus armatus,Pacific staghorn sculpin,NA,NA,NA,NA,NA,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-014,Extraction blank,motu61,283,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-014,Extraction blank,motu78,8295,Salmo salar,Atlantic salmon,NA,NA,NA,NA,NA,Salmo,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2021-014,Extraction blank,motu78,242,Salmo salar,Atlantic salmon,NA,NA,NA,NA,NA,Salmo,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
