sample,asv,reads_raw,sample_id,motu,found_taxa,common_name,rank,identity_percentage,evalue,in_ctrl_field,reads_adjust_field,ctrl_field0,ctrl_fieldlab0,reads_adjust_lab,ctrl_lab0,kingdom,phylum,class,order,family,genus,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,region_code,region_name,site_code,treatment,location_name,decimal_latitude,decimal_longitude,year,extraction_blank,library,dna_extraction_date,sample_collection_date,swell_m,tide,wind,rain,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,organization_participants,bsaredo,reads_adjust
pecoe101,ASV2,2502,pecoe-0101,motu2,Leptocottus armatus,Pacific staghorn sculpin,species,100,2.05e-85,NA,2502,no,no,2502,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0,NA,Sculpins,https://www.fishbase.ca/summary/4112,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,2502
pecoe101,ASV8,1286,pecoe-0101,motu8,Pholis ornata,Saddleback gunnel,species,100,2.61e-84,NA,1286,no,no,1286,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0,north to 36°,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/3806,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,1286
pecoe101,ASV27,6978,pecoe-0101,motu25,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,NA,6978,no,no,6978,no,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,6978
pecoe101,ASV33,3828,pecoe-0101,motu31,Anoplarchus,Cockscomb species,genus,100,7.31e-85,NA,3828,no,no,3828,no,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0,NA,NA,NA,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,3828
pecoe101,ASV44,230,pecoe-0101,motu42,No BLAST hit,No BLAST hit,NA,NA,NA,NA,230,no,no,230,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,230
pecoe101,ASV30,232,pecoe-0101,motu28,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,NA,232,no,no,232,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,232
pecoe101,ASV23,1964,pecoe-0101,motu22,Xiphister,Prickleback species,genus,100,7.31e-85,NA,1964,no,no,1964,no,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0,NA,NA,NA,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,1964
pecoe101,ASV71,2145,pecoe-0101,motu64,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,NA,2145,no,yes,0,yes,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0,NA,Flatfish,https://www.fishbase.ca/summary/Citharichthys-stigmaeus,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,0
pecoe101,ASV323,139,pecoe-0101,motu179,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,NA,139,no,no,139,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,139
pecoe101,ASV439,4954,pecoe-0101,motu119,Blepsias cirrhosus,Silverspotted sculpin,species,100,7.31e-85,NA,4954,no,no,4954,no,Eukaryota,Chordata,Teleostei,Perciformes,Hemitripteridae,Blepsias,0,north to central CA,Sculpins,https://www.fishbase.ca/summary/4054,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,4954
pecoe101,ASV792,146,pecoe-0101,motu354,Bacteria,Bacteria,offtarget,94.262,5.2e-103,NA,146,no,no,146,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,146
pecoe101,ASV477,216,pecoe-0101,motu240,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,216,no,no,216,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,216
pecoe101,ASV727,173,pecoe-0101,motu334,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,NA,173,no,no,173,no,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,173
pecoe101,ASV1318,871,pecoe-0101,motu3,Clupea pallasii,Pacific herring,species,100,1.6e-86,NA,871,no,no,871,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0,NA,Forage fish,https://www.fishbase.ca/summary/Clupea-pallasii+pallasii.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,871
pecoe101,ASV1616,606,pecoe-0101,motu8,Pholis ornata,Saddleback gunnel,species,100,2.61e-84,NA,606,no,no,606,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0,north to 36°,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/3806,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,606
pecoe101,ASV753,105,pecoe-0101,motu343,Eukaryota,Unknown eukaryote,offtarget,99.209,5.01e-128,NA,105,no,no,105,no,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,105
pecoe101,ASV2308,236,pecoe-0101,motu896,Bacillariophyta,Diatom,offtarget,100,2.31e-131,NA,236,no,no,236,no,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,236
pecoe101,ASV2521,265,pecoe-0101,motu28,Apodichthys flavidus,Penpoint gunnel,species,100,2.61e-84,NA,265,no,no,265,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0,NA,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Apodichthys-flavidus.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,265
pecoe101,ASV2719,57,pecoe-0101,motu1072,Unknown organism,Unknown organism,offtarget,93.333,4.05e-104,NA,57,no,no,57,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,57
pecoe101,ASV3565,96,pecoe-0101,motu64,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,NA,96,no,no,96,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0,NA,Flatfish,https://www.fishbase.ca/summary/Citharichthys-stigmaeus,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,96
pecoe101,ASV3616,87,pecoe-0101,motu1543,No BLAST hit,No BLAST hit,NA,NA,NA,NA,87,no,no,87,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,87
pecoe102,ASV1,6924,pecoe-0102,motu1,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,NA,6924,no,no,6908,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0,NA,Perches,https://www.fishbase.ca/summary/Cymatogaster-aggregata.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,6908
pecoe102,ASV3,4228,pecoe-0102,motu3,Clupea pallasii,Pacific herring,species,100,1.6e-86,NA,4228,no,no,4228,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0,NA,Forage fish,https://www.fishbase.ca/summary/Clupea-pallasii+pallasii.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,4228
pecoe102,ASV5,7792,pecoe-0102,motu5,Pholis laeta,Crescent gunnel,species,100,2.61e-84,NA,7792,no,no,7792,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0,north to northern California,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Pholis-laeta.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,7792
pecoe102,ASV23,8085,pecoe-0102,motu22,Xiphister,Prickleback species,genus,100,7.31e-85,NA,8085,no,no,8085,no,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0,NA,NA,NA,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,8085
pecoe102,ASV71,3670,pecoe-0102,motu64,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,NA,3670,no,yes,0,yes,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0,NA,Flatfish,https://www.fishbase.ca/summary/Citharichthys-stigmaeus,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,0
pecoe102,ASV119,72,pecoe-0102,motu89,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,72,no,no,72,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,72
pecoe102,ASV321,56,pecoe-0102,motu178,Rhodobacteraceae bacterium Hel,Bacteria,offtarget,100,2.31e-131,NA,56,no,no,56,no,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,56
pecoe102,ASV73,1777,pecoe-0102,motu65,Ascelichthys rhodorus,Rosylip sculpin,species,100,7.31e-85,NA,1777,no,no,1777,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Ascelichthys,0,north to central CA,Sculpins,https://www.fishbase.ca/summary/4051,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,1777
pecoe102,ASV740,273,pecoe-0102,motu167,Bacillariophyta,Diatom,offtarget,100,2.31e-131,NA,273,no,no,273,no,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,273
pecoe102,ASV792,568,pecoe-0102,motu354,Bacteria,Bacteria,offtarget,94.262,5.2e-103,NA,568,no,no,568,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,568
pecoe102,ASV625,412,pecoe-0102,motu293,Unknown organism,Unknown organism,offtarget,99.216,1.3899999999999999e-128,NA,412,no,no,412,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,412
pecoe102,ASV477,163,pecoe-0102,motu240,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,163,no,no,163,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,163
pecoe102,ASV1565,220,pecoe-0102,motu622,Thalassiosirales,Diatom,offtarget,86.047,9.59e-31,NA,220,no,no,220,no,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,220
pecoe102,ASV1494,239,pecoe-0102,motu594,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,239,no,no,239,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,239
pecoe102,ASV3138,156,pecoe-0102,motu1270,Xiphister,Prickleback species,genus,98.817,1.58e-81,NA,156,no,no,156,no,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0,NA,NA,NA,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,156
pecoe102,ASV3337,129,pecoe-0102,motu255,gamma proteobacterium,Bacteria,offtarget,100,2.31e-131,NA,129,no,no,129,no,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,129
pecoe102,ASV3869,39,pecoe-0102,motu1695,Unknown bacteria,Bacteria,offtarget,97.838,6.8899999999999995e-87,NA,39,no,no,39,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,39
pecoe102,ASV3872,38,pecoe-0102,motu1697,No BLAST hit,No BLAST hit,NA,NA,NA,NA,38,no,no,38,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,38
pecoe102,ASV3877,14,pecoe-0102,motu1701,Unknown bacteria,Bacteria,offtarget,99.606,1.0799999999999996e-129,NA,14,no,no,14,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,pecoxn007,Library1,3/29/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,14
pecoe104,ASV1,4973,pecoe-0104,motu1,Cymatogaster aggregata,Shiner perch,species,100,2.61e-84,NA,4973,no,no,4973,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0,NA,Perches,https://www.fishbase.ca/summary/Cymatogaster-aggregata.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,NA,Library1,3/18/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,4973
pecoe104,ASV16,5620,pecoe-0104,motu16,Enophrys bison,Buffalo sculpin,species,100,2.61e-84,NA,5620,no,no,5620,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Enophrys,0,north to Monterrey Bay,Sculpins,https://www.fishbase.ca/summary/Enophrys-bison.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,NA,Library1,3/18/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,5620
pecoe104,ASV31,727,pecoe-0104,motu29,Phanerodon vacca,Pile perch,species,100,2.61e-84,NA,727,no,no,727,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,0,NA,NA,NA,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,NA,Library1,3/18/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,727
pecoe104,ASV54,257,pecoe-0104,motu50,Salmo salar,Atlantic salmon,species,100,2.05e-85,NA,257,no,no,257,no,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0,maybe from farm or food?,Salmon,https://www.fishbase.ca/summary/salmo-salar.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,NA,Library1,3/18/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,257
pecoe104,ASV61,6569,pecoe-0104,motu56,Artedius harringtoni,Scalyhead sculpin,species,100,5.730000000000001e-86,NA,6569,no,no,6569,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0,north to central cali,Sculpins,https://www.fishbase.ca/summary/Artedius-harringtoni.html,1,1,BC_PP,BC_PP,PP_EB,Sample,Elbow Bank,49.195217,-125.9433,2021,NA,Library1,3/18/22,2021-06-26 00:00:00,0-0.5,flood,light,none,30.1,by_boat,1.5-1.7,present,NA,end of transect 49 11.707 125 56.548,"49 11.713,125 56.598",13.4,"Yakimishyn, Jennifer Bohlen, Krista",NA,6569
