asv,reads_raw,sample_id,motu,found_taxa,common_name,rank,identity_percentage,evalue,in_ctrl_field,reads_adjust_field,ctrl_field0,ctrl_fieldlab0,reads_adjust_lab,ctrl_lab0,kingdom,phylum,class,order,family,genus,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,region_code,region_name,site_code,treatment,location_name,decimal_latitude,decimal_longitude,year,extraction_blank,library,dna_extraction_date,sample_collection_date,swell_m,tide,wind,rain,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,collection_time_24h,notes_about_sample,lab_notes,extraction_notes,organization_participants,reads_adjust
ASV2426,289,pecoe-0547,motu948,No BLAST hit,No BLAST hit,NA,NA,NA,NA,289,no,no,289,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:56:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",289
ASV2985,179,pecoe-0547,motu1194,Bacteria,Bacteria,offtarget,95.652,5.12e-113,NA,179,no,no,179,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:56:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",179
ASV3041,172,pecoe-0547,motu1226,Unknown bacteria,Bacteria,offtarget,97.959,1.4099999999999996e-118,NA,172,no,no,172,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:56:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",172
ASV2,11463,pecoe-0548,motu2,Leptocottus armatus,Pacific staghorn sculpin,species,100,2.05e-85,NA,11463,no,no,11416,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0,NA,Sculpins,https://www.fishbase.ca/summary/4112,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",11416
ASV3,4705,pecoe-0548,motu3,Clupea pallasii,Pacific herring,species,100,1.6e-86,NA,4705,no,no,4705,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0,NA,Forage fish,https://www.fishbase.ca/summary/Clupea-pallasii+pallasii.html,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",4705
ASV5,13113,pecoe-0548,motu5,Pholis laeta,Crescent gunnel,species,100,2.61e-84,NA,13113,no,no,13113,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0,north to northern California,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Pholis-laeta.html,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",13113
ASV14,31644,pecoe-0548,motu14,Oncorhynchus keta,Chum salmon,species,100,7.31e-85,yes,31623,no,no,31644,no,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0,NA,Salmon,https://www.fishbase.ca/summary/Oncorhynchus-keta.html,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",31623
ASV22,16774,pecoe-0548,motu19,Pleuronectidae,Flatfish family,family,100,7.31e-85,yes,16752,no,no,16753,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0,NA,NA,NA,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",16731
ASV17,1972,pecoe-0548,motu17,Oncorhynchus gorbuscha,Pink salmon,species,100,2.05e-85,NA,1972,no,no,1972,no,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0,NA,NA,NA,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",1972
ASV45,6524,pecoe-0548,motu43,Artedius fenestralis,Padded sculpin,species,100,1.6e-86,NA,6524,no,no,6524,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0,NA,Sculpins,https://www.fishbase.ca/summary/Artedius-fenestralis.html,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",6524
ASV124,707,pecoe-0548,motu14,Oncorhynchus keta,Chum salmon,species,100,7.31e-85,NA,707,no,no,707,no,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0,NA,Salmon,https://www.fishbase.ca/summary/Oncorhynchus-keta.html,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",707
ASV486,4243,pecoe-0548,motu19,Pleuronectidae,Flatfish family,family,100,7.31e-85,NA,4243,no,no,4243,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0,NA,NA,NA,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",4243
ASV102,1653,pecoe-0548,motu14,Oncorhynchus keta,Chum salmon,species,100,7.31e-85,NA,1653,no,no,1653,no,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0,NA,Salmon,https://www.fishbase.ca/summary/Oncorhynchus-keta.html,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",1653
ASV1106,176,pecoe-0548,motu454,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999996e-129,NA,176,no,no,176,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",176
ASV3461,112,pecoe-0548,motu1442,Unknown organism,Unknown organism,offtarget,100,6.46e-132,NA,112,no,no,112,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",112
ASV3471,111,pecoe-0548,motu1449,Unknown organism,Unknown organism,offtarget,96.296,8.56e-111,NA,111,no,no,111,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,09:59:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",111
ASV3,18619,pecoe-0549,motu3,Clupea pallasii,Pacific herring,species,100,1.6e-86,NA,18619,no,no,18619,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0,NA,Forage fish,https://www.fishbase.ca/summary/Clupea-pallasii+pallasii.html,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",18619
ASV14,45143,pecoe-0549,motu14,Oncorhynchus keta,Chum salmon,species,100,7.31e-85,yes,45122,no,no,45143,no,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0,NA,Salmon,https://www.fishbase.ca/summary/Oncorhynchus-keta.html,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",45122
ASV22,18265,pecoe-0549,motu19,Pleuronectidae,Flatfish family,family,100,7.31e-85,yes,18243,no,no,18244,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0,NA,NA,NA,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",18222
ASV17,4214,pecoe-0549,motu17,Oncorhynchus gorbuscha,Pink salmon,species,100,2.05e-85,NA,4214,no,no,4214,no,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0,NA,NA,NA,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",4214
ASV114,43,pecoe-0549,motu89,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,43,no,no,43,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",43
ASV55,8114,pecoe-0549,motu44,Hippoglossus stenolepis,Pacific halibut,species,100,7.31e-85,NA,8114,no,no,8114,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,0,NA,NA,NA,1,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",8114
ASV391,3655,pecoe-0549,motu211,Mallotus villosus,Capelin,species,100,2.61e-84,NA,3655,no,no,3655,no,Eukaryota,Chordata,Teleostei,Osmeriformes,Osmeridae,Mallotus,0,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",3655
ASV652,2422,pecoe-0549,motu304,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,NA,2422,no,no,2422,no,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",2422
ASV1136,985,pecoe-0549,motu463,Cyanobacteriota,Bacteria,offtarget,95.257,2.38e-111,NA,985,no,no,985,no,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",985
ASV1129,132,pecoe-0549,motu461,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999996e-129,NA,132,no,no,132,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",132
ASV1813,502,pecoe-0549,motu707,Unknown bacteria,Bacteria,offtarget,97.628,2.3499999999999996e-121,NA,502,no,no,502,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,AK_JN,AK_JN,JN_SB,Sample,South Bridget Cove,58.627345,-134.943526,2022,exblank-2022-037,Library 1,45051,2022-07-13 00:00:00,0-0.5,flood,none,none,14.1,by_foot,1.25,present,Large patchy bed.,Taken 10m apart in a square,Used home depot sprayer,14.25,10:04:00,NA,NA,NA,"Scott Gabara, Gracelyn Ham",502
ASV5,16717,pecoe-0582,motu5,Pholis laeta,Crescent gunnel,species,100,2.61e-84,NA,16717,no,no,16717,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0,north to northern California,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/Pholis-laeta.html,1,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",16717
ASV8,10662,pecoe-0582,motu8,Pholis ornata,Saddleback gunnel,species,100,2.61e-84,NA,10662,no,no,10662,no,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0,north to 36°,Eelpouts and pricklebacks,https://www.fishbase.ca/summary/3806,1,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",10662
ASV15,29034,pecoe-0582,motu15,Myoxocephalus,Myoxocephalus sculpin species,genus,100,7.31e-85,NA,29034,no,no,29034,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Myoxocephalus,0,NA,NA,NA,1,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",29034
ASV27,8977,pecoe-0582,motu25,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,NA,8977,no,no,8977,no,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",8977
ASV114,1000,pecoe-0582,motu89,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,1000,no,no,1000,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",1000
ASV264,13016,pecoe-0582,motu157,Cryptacanthodes aleutensis,Dwarf wrymouth,species,100,7.31e-85,NA,13016,no,no,13016,no,Eukaryota,Chordata,Teleostei,Perciformes,Cryptacanthodidae,Cryptacanthodes,0,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",13016
ASV354,60,pecoe-0582,motu194,Unknown bacteria,Bacteria,offtarget,97.656,5.11e-123,NA,60,no,no,60,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",60
ASV284,935,pecoe-0582,motu167,Bacillariophyta,Diatom,offtarget,100,2.31e-131,NA,935,no,no,935,no,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",935
ASV497,552,pecoe-0582,motu208,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,552,no,no,552,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",552
ASV722,88,pecoe-0582,motu333,Cyanobacteria,Cyanobacteria,offtarget,100,2.31e-131,NA,88,no,no,88,no,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",88
ASV931,176,pecoe-0582,motu398,Unknown bacteria,Bacteria,offtarget,97.266,2.3799999999999995e-121,NA,176,no,no,176,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",176
ASV387,313,pecoe-0582,motu208,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,313,no,no,313,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",313
ASV917,839,pecoe-0582,motu394,Bacteria,Bacteria,offtarget,93.75,2.4299999999999994e-106,NA,839,no,no,839,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",839
ASV1466,524,pecoe-0582,motu583,Bacillariophyta,Diatom,offtarget,98.814,2.3299999999999998e-126,NA,524,no,no,524,no,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",524
ASV1638,410,pecoe-0582,motu653,Cyanobacteria,Cyanobacteria,offtarget,100,2.31e-131,NA,410,no,no,410,no,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",410
ASV2279,328,pecoe-0582,motu646,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999996e-129,NA,328,no,no,328,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",328
ASV2262,295,pecoe-0582,motu877,Unknown bacteria,Bacteria,offtarget,96.094,2.4e-116,NA,295,no,no,295,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",295
ASV2593,251,pecoe-0582,motu1015,Unknown organism,Unknown organism,offtarget,91.732,2.4299999999999993e-96,NA,251,no,no,251,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",251
ASV2674,210,pecoe-0582,motu1050,Unknown bacteria,Bacteria,offtarget,98.047,1.1000000000000002e-124,NA,210,no,no,210,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",210
ASV2688,233,pecoe-0582,motu1056,Unknown bacteria,Bacteria,offtarget,99.209,5.01e-128,NA,233,no,no,233,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WA_PSa,WA_PS,PS_SH,Sample,Ship Harbour,48.50499389,-122.67190670333332,2022,exblank-2022-033,Library 1,45044,26/07/2022,0-0.5,low,none,none,NA,by_boat,1.75m,present,"height 1.2m, cover 65-75%, high density",NA,NA,NA,09:00:00,1000 mL,NA,NA,"Sobocinski, Bugaj, Stewart",233
