sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,asv,rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,freshwater_only,motu_pa,sample_collection_date,collection_time,filter_time,extraction_blank,volume_filtered,year,sample_notes,location_name,personnel,swell_m,salinity_psu,temperature_c,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,region_name_label,region_code_label,seq_method,sample_box,pcr_blank
exblank-2022-029,NA,motu61,11519,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-029,NA,motu61,11519,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-031,NA,motu315,3372,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-033,NA,motu61,429,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-033,NA,motu61,429,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-034,NA,motu61,3083,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-034,NA,motu61,3083,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-035,NA,motu3,91675,Clupea pallasii,Pacific herring,NA,NA,NA,NA,NA,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-035,NA,motu3,91675,Clupea pallasii,Pacific herring,NA,NA,NA,NA,NA,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-037,NA,motu2,2,Leptocottus armatus,Pacific staghorn sculpin,NA,NA,NA,NA,NA,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-037,NA,motu2,2,Leptocottus armatus,Pacific staghorn sculpin,NA,NA,NA,NA,NA,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-037,NA,motu66,206847,Gadus chalcogrammus,Alaska pollock,NA,NA,NA,NA,NA,Gadus,Gadidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exblank-2022-037,NA,motu66,206847,Gadus chalcogrammus,Alaska pollock,NA,NA,NA,NA,NA,Gadus,Gadidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu3,2,Clupea pallasii,Pacific herring,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu3,2,Clupea pallasii,Pacific herring,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu21,5,Anoplarchus,Cockscomb species,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,Anoplarchus,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu21,5,Anoplarchus,Cockscomb species,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,Anoplarchus,Stichaeidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu30,32,Oncorhynchus tshawytscha,Chinook salmon,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu30,32,Oncorhynchus tshawytscha,Chinook salmon,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu38,2,Cottus,Cottus sculpin species,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,Cottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu38,2,Cottus,Cottus sculpin species,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,Cottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0456,NA,motu49,6,Pleuronectidae,Flatfish family,SE_GK,AK_SE,AK_SE,55.739816,-133.31202,NA,Pleuronectidae,Pleuronectiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0466,NA,motu61,2152,No BLAST hit,No BLAST hit,SE_SH,AK_SE,AK_SE,55.59929,-133.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0466,NA,motu61,2152,No BLAST hit,No BLAST hit,SE_SH,AK_SE,AK_SE,55.59929,-133.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0476,NA,motu61,4985,No BLAST hit,No BLAST hit,SE_RF,AK_SE,AK_SE,55.282137,-133.33403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0476,NA,motu61,4985,No BLAST hit,No BLAST hit,SE_RF,AK_SE,AK_SE,55.282137,-133.33403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0486,NA,motu1,314353,Cymatogaster aggregata,Shiner perch,PS_FB,WA_PS,WA_PSb,48.4829,-123.07476,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0486,NA,motu1,314353,Cymatogaster aggregata,Shiner perch,PS_FB,WA_PS,WA_PSb,48.4829,-123.07476,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0486,NA,motu2,31868,Leptocottus armatus,Pacific staghorn sculpin,PS_FB,WA_PS,WA_PSb,48.4829,-123.07476,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0486,NA,motu2,31868,Leptocottus armatus,Pacific staghorn sculpin,PS_FB,WA_PS,WA_PSb,48.4829,-123.07476,Leptocottus,Cottidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0486,NA,motu61,1018,No BLAST hit,No BLAST hit,PS_FB,WA_PS,WA_PSb,48.4829,-123.07476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0486,NA,motu61,1018,No BLAST hit,No BLAST hit,PS_FB,WA_PS,WA_PSb,48.4829,-123.07476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0486,NA,motu354,5,Unknown organism,Unknown organism,PS_FB,WA_PS,WA_PSb,48.4829,-123.07476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0486,NA,motu354,5,Unknown organism,Unknown organism,PS_FB,WA_PS,WA_PSb,48.4829,-123.07476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0491,NA,motu61,1047,No BLAST hit,No BLAST hit,PS_NC,WA_PS,WA_PSb,48.7042064,-123.0551349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0491,NA,motu61,1047,No BLAST hit,No BLAST hit,PS_NC,WA_PS,WA_PSb,48.7042064,-123.0551349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0501,NA,motu1435,158,Unknown bacteria,Bacteria,PS_BH,WA_PS,WA_PSb,48.6917494,-122.9527529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0510,NA,motu61,199,No BLAST hit,No BLAST hit,PP_MB,BC_PP,BC_PP,48.97404,-125.31132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0510,NA,motu61,199,No BLAST hit,No BLAST hit,PP_MB,BC_PP,BC_PP,48.97404,-125.31132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0536,NA,motu61,8,No BLAST hit,No BLAST hit,JN_AN,AK_JN,AK_JN,58.381283,-134.692633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0536,NA,motu61,8,No BLAST hit,No BLAST hit,JN_AN,AK_JN,AK_JN,58.381283,-134.692633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0536,NA,motu2275,6,No BLAST hit,No BLAST hit,JN_AN,AK_JN,AK_JN,58.381283,-134.692633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0536,NA,motu2388,2,Unknown fungi,Unknown fungi,JN_AN,AK_JN,AK_JN,58.381283,-134.692633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0546,NA,motu1776,86,No BLAST hit,No BLAST hit,JN_SB,AK_JN,AK_JN,58.6274,-134.943433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0561,NA,motu2433,1,Bacteria,Bacteria,YB_SBN,OR_YB,OR_YB,44.622867,-124.023817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0566,NA,motu2434,1,No BLAST hit,No BLAST hit,YB_SBS,OR_YB,OR_YB,44.61245,-124.013317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0586,NA,motu30,23,Oncorhynchus tshawytscha,Chinook salmon,PS_SP,WA_PS,WA_PSa,48.5092333333,-122.6861,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0586,NA,motu30,23,Oncorhynchus tshawytscha,Chinook salmon,PS_SP,WA_PS,WA_PSa,48.5092333333,-122.6861,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0586,NA,motu55,26,Hexagrammos,Greenling species,PS_SP,WA_PS,WA_PSa,48.5092333333,-122.6861,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0586,NA,motu55,26,Hexagrammos,Greenling species,PS_SP,WA_PS,WA_PSa,48.5092333333,-122.6861,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0596,NA,motu2405,2,No BLAST hit,No BLAST hit,PS_YB,WA_PS,WA_PSa,48.5239166667,-122.6215166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0616,NA,motu1,119803,Cymatogaster aggregata,Shiner perch,MB_CB,CA_MB,CA_MB,35.37232,-120.85978,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0616,NA,motu1,119803,Cymatogaster aggregata,Shiner perch,MB_CB,CA_MB,CA_MB,35.37232,-120.85978,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0616,NA,motu3,83453,Clupea pallasii,Pacific herring,MB_CB,CA_MB,CA_MB,35.37232,-120.85978,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0616,NA,motu3,83453,Clupea pallasii,Pacific herring,MB_CB,CA_MB,CA_MB,35.37232,-120.85978,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0616,NA,motu28,83717,Hexagrammos decagrammus,Kelp greenling,MB_CB,CA_MB,CA_MB,35.37232,-120.85978,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0616,NA,motu28,83717,Hexagrammos decagrammus,Kelp greenling,MB_CB,CA_MB,CA_MB,35.37232,-120.85978,Hexagrammos,Hexagrammidae,Perciformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0616,NA,motu3,996,Clupea pallasii,Pacific herring,MB_CB,CA_MB,CA_MB,35.37232,-120.85978,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0631,NA,motu3,142754,Clupea pallasii,Pacific herring,SD_SI,CA_SD,CA_SD,32.713857,-117.225517,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0631,NA,motu3,142754,Clupea pallasii,Pacific herring,SD_SI,CA_SD,CA_SD,32.713857,-117.225517,Clupea,Clupeidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0631,NA,motu4,5,Atherinopsis californiensis,Jack silverside,SD_SI,CA_SD,CA_SD,32.713857,-117.225517,Atherinopsis,Atherinidae,Atheriniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0631,NA,motu4,5,Atherinopsis californiensis,Jack silverside,SD_SI,CA_SD,CA_SD,32.713857,-117.225517,Atherinopsis,Atherinidae,Atheriniformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0631,NA,motu8,2,Engraulis mordax,Californian anchovy,SD_SI,CA_SD,CA_SD,32.713857,-117.225517,Engraulis,Engraulidae,Clupeiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0636,NA,motu112,82634,Gadus,Cod species,SD_CV,CA_SD,CA_SD,32.62568,-117.1066,Gadus,Gadidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0636,NA,motu112,82634,Gadus,Cod species,SD_CV,CA_SD,CA_SD,32.62568,-117.1066,Gadus,Gadidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0636,NA,motu112,114,Gadus,Cod species,SD_CV,CA_SD,CA_SD,32.62568,-117.1066,Gadus,Gadidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0651,NA,motu2205,11,Unknown organism,Unknown organism,SD_SDL,CA_SD,CA_SD,32.970861,-117.251741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0681,NA,motu18,18393,Merluccius productus,North Pacific hake,WB_WR,WA_WB,WA_WB,46.69633,-123.89737,Merluccius,Merlucciidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0681,NA,motu18,18393,Merluccius productus,North Pacific hake,WB_WR,WA_WB,WA_WB,46.69633,-123.89737,Merluccius,Merlucciidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0681,NA,motu61,1193,No BLAST hit,No BLAST hit,WB_WR,WA_WB,WA_WB,46.69633,-123.89737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0681,NA,motu61,1193,No BLAST hit,No BLAST hit,WB_WR,WA_WB,WA_WB,46.69633,-123.89737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0681,NA,motu18,15051,Merluccius productus,North Pacific hake,WB_WR,WA_WB,WA_WB,46.69633,-123.89737,Merluccius,Merlucciidae,Gadiformes,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0686,NA,motu1,7,Cymatogaster aggregata,Shiner perch,WB_BC,WA_WB,WA_WB,46.64016,-123.94413,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pecoe-0686,NA,motu1,7,Cymatogaster aggregata,Shiner perch,WB_BC,WA_WB,WA_WB,46.64016,-123.94413,Cymatogaster,Embiotocidae,Ovalentaria incertae sedis,Teleostei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
