motu,asv,found_taxa,common_name,rank,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
motu23,ASV2945,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV2980,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV2993,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3001,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3018,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3071,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3075,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3080,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3104,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3142,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3181,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3226,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3282,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3307,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3484,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3639,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3686,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3871,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3890,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3970,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3971,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3989,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV4089,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV4161,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV4162,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV4179,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV1415,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV1678,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV2277,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV2890,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3029,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3461,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3567,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3603,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV3746,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu23,ASV4265,Bos,Cow,offtarget,100,2.61e-84,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu186,ASV389,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu207,ASV446,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu269,ASV658,Bos,Cow,offtarget,95.238,5.73e-71,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu411,ASV1078,Bos,Cow,offtarget,99.401,4.3399999999999995e-82,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu442,ASV1181,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu571,ASV1606,Bos,Cow,offtarget,99.398,1.5699999999999998e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu636,ASV1779,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu646,ASV1811,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu669,ASV1878,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu678,ASV1916,Bos,Cow,offtarget,97.619,4.37e-77,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu679,ASV1917,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu758,ASV2108,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu799,ASV2244,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu800,ASV2249,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu832,ASV2344,Bos,Cow,offtarget,98.802,2.0300000000000002e-80,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu872,ASV2470,Bos,Cow,offtarget,98.193,3.4e-78,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu872,ASV2964,Bos,Cow,offtarget,98.193,3.4e-78,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu879,ASV2493,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu904,ASV2565,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu918,ASV2604,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu982,ASV2780,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu993,ASV2796,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1017,ASV2866,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1026,ASV2882,Bos,Cow,offtarget,98.193,3.4e-78,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1054,ASV2934,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1059,ASV2955,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1071,ASV2983,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1131,ASV3149,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1263,ASV3431,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1282,ASV3469,Bos,Cow,offtarget,99.394,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1331,ASV3562,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1339,ASV3576,Bos,Cow,offtarget,99.394,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1346,ASV3588,Bos,Cow,offtarget,97.619,1.22e-77,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1385,ASV3665,Bos,Cow,offtarget,99.405,1.2099999999999999e-82,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1391,ASV3678,Bos,Cow,offtarget,99.401,4.3699999999999996e-82,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1453,ASV3821,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1455,ASV3823,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1519,ASV3939,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1536,ASV3974,Bos,Cow,offtarget,96.429,9.45e-74,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1580,ASV4046,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1586,ASV4056,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1591,ASV4063,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1597,ASV4070,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1608,ASV4090,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1609,ASV4093,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1654,ASV4152,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1690,ASV4208,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1726,ASV4257,Bos,Cow,offtarget,98.81,5.65e-81,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu1747,ASV4296,Bos,Cow,offtarget,98.214,2.6300000000000003e-79,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu136,ASV245,Bovidae,Cow,offtarget,92.262,1.25e-62,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu136,ASV869,Bovidae,Cow,offtarget,92.262,1.25e-62,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu136,ASV2471,Bovidae,Cow,offtarget,92.262,1.25e-62,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu136,ASV3235,Bovidae,Cow,offtarget,92.262,1.25e-62,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
motu41,ASV44,Brachygenys californiensis,Californian salema,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Brachygenys,0
motu41,ASV258,Brachygenys californiensis,Californian salema,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Brachygenys,0
motu41,ASV828,Brachygenys californiensis,Californian salema,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Brachygenys,0
motu41,ASV2745,Brachygenys californiensis,Californian salema,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Brachygenys,0
motu62,ASV70,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV1519,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV2069,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV2422,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV2660,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV2751,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV3024,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV3415,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV3486,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV3715,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV3760,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu62,ASV3942,Brachyistius frenatus,Kelp perch,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu270,ASV669,Brachyistius frenatus,Kelp perch,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu838,ASV2366,Brachyistius frenatus,Kelp perch,species,98.16,5.69e-76,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,0
motu957,ASV2703,Brucellaceae,Bacteria,offtarget,92.218,1.14e-99,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,NA
motu2384,ASV5088,CFB group bacterium epibiont of Rimicaris exoculata,Bacteria,offtarget,97.945,5.739999999999999e-143,Bacteria,NA,NA,NA,NA,NA,NA
motu862,ASV2440,Campylobacterales,Bacteria,offtarget,99.209,1.3899999999999999e-128,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
motu896,ASV2542,Campylobacterota,Bacteria,offtarget,92.913,2.4199999999999996e-101,Bacteria,Campylobacterota,NA,NA,NA,NA,NA
motu1667,ASV4174,Campylobacterota,Bacteria,offtarget,92.339,2.4299999999999997e-96,Bacteria,Campylobacterota,NA,NA,NA,NA,NA
motu397,ASV1039,Candidatus Falkowbacteria bacterium,Bacteria,offtarget,98.814,2.3299999999999998e-126,Bacteria,Candidatus Falkowbacteria,NA,NA,NA,NA,NA
motu860,ASV2435,Candidatus Nomurabacteria bacterium,Bacteria,offtarget,96.735,1.42e-113,Bacteria,Candidatus Nomurabacteria,NA,NA,NA,NA,NA
motu860,ASV4610,Candidatus Nomurabacteria bacterium,Bacteria,offtarget,96.735,1.42e-113,Bacteria,Candidatus Nomurabacteria,NA,NA,NA,NA,NA
motu1429,ASV3758,Candidatus Nomurabacteria bacterium,Bacteria,offtarget,96.327,6.709999999999999e-112,Bacteria,Candidatus Nomurabacteria,NA,NA,NA,NA,NA
motu1841,ASV4434,Candidatus Nomurabacteria bacterium,Bacteria,offtarget,96.327,6.619999999999999e-112,Bacteria,Candidatus Nomurabacteria,NA,NA,NA,NA,NA
motu1710,ASV4237,Candidatus Pelagibacter,Bacteria,offtarget,100,7.07e-142,Bacteria,Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,Candidatus Pelagibacter,NA
motu1844,ASV4440,Candidatus Peregrinibacteria,Bacteria,offtarget,91.27,4.07e-94,Bacteria,Candidatus Peregrinibacteria,NA,NA,NA,NA,NA
motu76,ASV88,Cebidichthys violaceus,Monkeyface prickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cebidichthyidae,Cebidichthys,0
motu76,ASV2729,Cebidichthys violaceus,Monkeyface prickleback,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cebidichthyidae,Cebidichthys,0
motu393,ASV1027,Chaetoceros calcitrans,Diatom,offtarget,100,2.31e-131,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,NA
motu114,ASV166,Cheilotrema saturnum,Black croaker,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Cheilotrema,0
motu737,ASV2064,Chirolophis,Warbonnet species,genus,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Chirolophis,0
motu387,ASV1005,Chitonotus pugetensis,Roughback sculpin,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Chitonotus,0
motu617,ASV1740,Chlorophyta,Green algae,offtarget,100,2.31e-131,Eukaryota,Chlorophyta,NA,NA,Pycnococcaceae,Pycnococcus,NA
motu1724,ASV4255,Chlorophyta,Green algae,offtarget,100,5.04e-133,Eukaryota,Chlorophyta,NA,NA,Pycnococcaceae,Pycnococcus,NA
motu332,ASV863,Chrysophyceae,Golden algae,offtarget,98.024,5.05e-123,Eukaryota,NA,Chrysophyceae,NA,NA,NA,NA
motu1401,ASV3700,Chrysophyceae,Golden algae,offtarget,100,2.31e-131,Eukaryota,NA,Chrysophyceae,NA,NA,NA,NA
motu2206,ASV4901,Chrysophyceae,Golden algae,offtarget,100,5.04e-133,Eukaryota,NA,Chrysophyceae,NA,NA,NA,NA
motu64,ASV72,Citharichthys sordidus,Pacific sanddab,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu64,ASV462,Citharichthys sordidus,Pacific sanddab,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu64,ASV3098,Citharichthys sordidus,Pacific sanddab,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu64,ASV3363,Citharichthys sordidus,Pacific sanddab,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu432,ASV1149,Citharichthys sordidus,Pacific sanddab,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu436,ASV1159,Citharichthys sordidus,Pacific sanddab,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu1064,ASV2965,Citharichthys sordidus,Pacific sanddab,species,98.81,5.65e-81,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV46,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV57,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV524,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV536,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV631,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV957,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1014,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1138,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1409,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1447,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1677,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV2477,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV3646,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV4263,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV747,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV829,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1154,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1268,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1471,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1638,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1674,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1763,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV1830,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV2375,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu43,ASV2784,Citharichthys stigmaeus,Speckled sanddab,species,100,7.31e-85,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu206,ASV442,Citharichthys stigmaeus,Speckled sanddab,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu206,ASV1559,Citharichthys stigmaeus,Speckled sanddab,species,98.817,1.58e-81,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu1449,ASV3805,Citharichthys stigmaeus,Speckled sanddab,species,99.405,1.2199999999999999e-82,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
motu35,ASV37,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
motu35,ASV38,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
motu35,ASV96,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
motu35,ASV141,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
motu35,ASV169,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
motu35,ASV215,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
motu35,ASV299,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
motu35,ASV371,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
motu35,ASV419,Clevelandia ios,Arrow goby,species,100,2.61e-84,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Clevelandia,0
