sample_id,year,sequenced,missing,missing_status,lowreads,in_miseq,fish_miseq,treatment,site_code,region_code
pecoe-0210,2021,yes,in dataset,NA,no,yes,yes,Field blank,SE_GK,AK_SE
pecoe-0211,2021,yes,in dataset,NA,no,yes,yes,Sample,WB_PA,WA_WB
pecoe-0212,2021,yes,in dataset,NA,no,yes,yes,Sample,WB_PA,WA_WB
pecoe-0213,2021,yes,in dataset,NA,no,yes,yes,Sample,WB_PA,WA_WB
pecoe-0214,2021,yes,in dataset,NA,no,yes,yes,Sample,WB_PA,WA_WB
pecoe-0215,2021,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,WB_PA,WA_WB
pecoe-0216,2021,yes,in dataset,NA,< 5,yes,yes,Field blank,PS_BV,WA_PSa
pecoe-0217,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_BV,WA_PSa
pecoe-0218,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_BV,WA_PSa
pecoe-0219,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_BV,WA_PSa
pecoe-0220,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_BV,WA_PSa
pecoe-0221,2021,yes,missing,no fish,NA,yes,yes,Field blank,PS_SH,WA_PSa
pecoe-0222,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_SH,WA_PSa
pecoe-0223,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_SH,WA_PSa
pecoe-0224,2021,yes,in dataset,NA,no,yes,no,Sample,PS_SH,WA_PSa
pecoe-0225,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_SH,WA_PSa
pecoe-0226,2021,yes,missing,dropped before filterandtrim,NA,yes,no,Field blank,LA_JD,CA_LA
pecoe-0227,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_JD,CA_LA
pecoe-0228,2021,yes,in dataset,NA,no,no,no,Sample,LA_JD,CA_LA
pecoe-0229,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_JD,CA_LA
pecoe-0230,2021,yes,in dataset,NA,no,yes,no,Sample,LA_JD,CA_LA
pecoe-0231,2021,yes,in dataset,NA,no,yes,yes,Field blank,LA_LN,CA_LA
pecoe-0232,2021,yes,missing,dropped during sequencing,NA,yes,no,Sample,LA_LN,CA_LA
pecoe-0233,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_LN,CA_LA
pecoe-0234,2021,yes,in dataset,NA,no,yes,no,Sample,LA_LN,CA_LA
pecoe-0235,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_LN,CA_LA
pecoe-0236,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Field blank,LA_UN,CA_LA
pecoe-0237,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_UN,CA_LA
pecoe-0238,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_UN,CA_LA
pecoe-0239,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_UN,CA_LA
pecoe-0240,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_UN,CA_LA
pecoe-0241,2021,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,LA_MS,CA_LA
pecoe-0242,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_MS,CA_LA
pecoe-0243,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_MS,CA_LA
pecoe-0244,2021,yes,in dataset,NA,no,yes,yes,Sample,LA_MS,CA_LA
pecoe-0245,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Sample,LA_MS,CA_LA
pecoe-0280,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_CHP,BC_CC
pecoe-0281,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_CHP,BC_CC
pecoe-0282,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_CHP,BC_CC
pecoe-0283,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_CHP,BC_CC
pecoe-0284,2021,yes,in dataset,NA,no,yes,yes,Field blank,CC_CHP,BC_CC
pecoe-0285,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_PBA,BC_CC
pecoe-0286,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Field blank,CC_PBA,BC_CC
pecoe-0287,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_PBA,BC_CC
pecoe-0288,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_PBA,BC_CC
pecoe-0289,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_PBA,BC_CC
pecoe-0290,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_KIS2,BC_CC
pecoe-0291,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_KIS2,BC_CC
pecoe-0292,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_KIS2,BC_CC
pecoe-0293,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_KIS2,BC_CC
pecoe-0294,2021,yes,missing,no fish,no,yes,yes,Field blank,CC_KIS2,BC_CC
pecoe-0295,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_GOG1,BC_CC
pecoe-0296,2021,yes,in dataset,NA,no,yes,yes,Field blank,CC_GOG1,BC_CC
pecoe-0297,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_GOG1,BC_CC
pecoe-0298,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_GOG1,BC_CC
pecoe-0299,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_GOG1,BC_CC
pecoe-0300,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_FAN3,BC_CC
pecoe-0301,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_FAN3,BC_CC
pecoe-0302,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_FAN3,BC_CC
pecoe-0303,2021,yes,in dataset,NA,no,yes,yes,Sample,CC_FAN3,BC_CC
pecoe-0304,2021,yes,in dataset,NA,no,yes,yes,Field blank,CC_FAN3,BC_CC
pecoe-0305,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_GOW,BC_IC
pecoe-0306,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_GOW,BC_IC
pecoe-0307,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_GOW,BC_IC
pecoe-0308,2021,yes,in dataset,NA,no,yes,no,Sample,IC_GOW,BC_IC
pecoe-0309,2021,yes,in dataset,NA,no,yes,yes,Field blank,IC_GOW,BC_IC
pecoe-0310,2021,yes,missing,no fish,NA,yes,yes,Sample,IC_SMB,BC_IC
pecoe-0311,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_SMB,BC_IC
pecoe-0312,2021,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,IC_SMB,BC_IC
pecoe-0324,2021,yes,missing,dropped during sequencing,NA,yes,no,Field blank,MB_TD,CA_MB
pecoe-0325,2021,yes,in dataset,NA,no,yes,yes,Sample,MB_TD,CA_MB
pecoe-0326,2021,yes,in dataset,NA,no,yes,yes,Sample,MB_TD,CA_MB
pecoe-0327,2021,yes,in dataset,NA,no,yes,yes,Sample,MB_TD,CA_MB
pecoe-0328,2021,no,missing,Not sequenced,NA,no,no,Sample,MB_TD,CA_MB
pecoe-0329,2021,yes,in dataset,NA,no,yes,yes,Sample,MB_CB,CA_MB
pecoe-0330,2021,yes,in dataset,NA,no,yes,yes,Sample,MB_CB,CA_MB
pecoe-0331,2021,yes,in dataset,NA,no,yes,yes,Sample,MB_CB,CA_MB
pecoe-0332,2021,yes,in dataset,NA,no,yes,yes,Sample,MB_CB,CA_MB
pecoe-0333,2021,yes,missing,dropped during sequencing,NA,yes,no,Field blank,MB_CB,CA_MB
pecoe-0335,2021,yes,missing,dropped during sequencing,NA,no,no,Field blank,NC_PS,CA_NCb
pecoe-0336,2021,yes,in dataset,NA,no,yes,no,Sample,NC_PS,CA_NCb
pecoe-0337,2021,yes,in dataset,NA,no,yes,no,Sample,NC_PS,CA_NCb
pecoe-0338,2021,yes,in dataset,NA,no,yes,yes,Sample,NC_PS,CA_NCb
pecoe-0339,2021,yes,in dataset,NA,no,yes,no,Sample,NC_PS,CA_NCb
pecoe-0340,2021,yes,missing,dropped before filterandtrim,NA,yes,no,Field blank,NC_PM,CA_NCb
pecoe-0341,2021,yes,in dataset,NA,no,yes,yes,Sample,NC_PM,CA_NCb
pecoe-0342,2021,yes,in dataset,NA,no,yes,yes,Sample,NC_PM,CA_NCb
pecoe-0343,2021,yes,in dataset,NA,no,yes,yes,Sample,NC_PM,CA_NCb
pecoe-0344,2021,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-0345,2021,yes,missing,dropped during merge step,< 5,yes,yes,Field blank,NC_RB,CA_NCb
pecoe-0346,2021,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-0347,2021,yes,in dataset,NA,no,yes,no,Sample,NC_RB,CA_NCb
pecoe-0348,2021,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-0349,2021,yes,in dataset,NA,no,yes,no,Sample,NC_RB,CA_NCb
pecoe-0351,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Sample,PS_IC,WA_PSb
pecoe-0352,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_IC,WA_PSb
pecoe-0353,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_IC,WA_PSb
pecoe-0354,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_IC,WA_PSb
pecoe-0355,2021,yes,missing,no fish,< 25,yes,yes,Field blank,PS_IC,WA_PSb
pecoe-0356,2021,yes,in dataset,NA,no,yes,yes,Field blank,PS_NC,WA_PSb
pecoe-0357,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Sample,PS_NC,WA_PSb
pecoe-0358,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_NC,WA_PSb
pecoe-0359,2021,yes,in dataset,NA,< 25,yes,yes,Sample,PS_NC,WA_PSb
pecoe-0360,2021,yes,missing,dropped during sequencing,NA,yes,yes,Sample,PS_NC,WA_PSb
pecoe-0361,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_FB,WA_PSb
pecoe-0362,2021,yes,in dataset,NA,no,yes,yes,Field blank,PS_FB,WA_PSb
pecoe-0363,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_FB,WA_PSb
pecoe-0364,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_FB,WA_PSb
pecoe-0365,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_FB,WA_PSb
pecoe-0366,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_BH,WA_PSb
pecoe-0367,2021,yes,in dataset,NA,no,yes,no,Field blank,PS_BH,WA_PSb
pecoe-0368,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_BH,WA_PSb
pecoe-0369,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_BH,WA_PSb
pecoe-0370,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_BH,WA_PSb
pecoe-0371,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_FJ,WA_PSb
pecoe-0372,2021,yes,in dataset,NA,no,yes,no,Field blank,PS_FJ,WA_PSb
pecoe-0373,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_FJ,WA_PSb
pecoe-0374,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_FJ,WA_PSb
pecoe-0375,2021,yes,in dataset,NA,no,yes,yes,Sample,PS_FJ,WA_PSb
pecoe-0377,2021,yes,in dataset,NA,no,yes,yes,Sample,YB_BV,OR_YB
pecoe-0378,2021,yes,in dataset,NA,no,yes,no,Field blank,YB_BV,OR_YB
pecoe-0379,2021,yes,in dataset,NA,no,yes,no,Field blank,NC_DE,CA_NCc
pecoe-0380,2021,yes,in dataset,NA,no,yes,yes,Sample,NC_DE,CA_NCc
pecoe-0381,2021,yes,in dataset,NA,no,yes,yes,Sample,NC_DE,CA_NCc
pecoe-0382,2021,yes,in dataset,NA,no,yes,yes,Sample,NC_DE,CA_NCc
pecoe-0383,2021,yes,in dataset,NA,no,yes,yes,Sample,NC_DE,CA_NCc
pecoe-0384,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_E,BC_PP
pecoe-0385,2021,yes,in dataset,NA,no,yes,yes,Field blank,PP_E,BC_PP
pecoe-0386,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_E,BC_PP
pecoe-0387,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_E,BC_PP
pecoe-0388,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_E,BC_PP
pecoe-0389,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Sample,PP_C,BC_PP
pecoe-0390,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_C,BC_PP
pecoe-0391,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_C,BC_PP
pecoe-0392,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_C,BC_PP
pecoe-0393,2021,yes,in dataset,NA,no,yes,yes,Field blank,PP_C,BC_PP
pecoe-0394,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_JJ,BC_PP
pecoe-0395,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_JJ,BC_PP
pecoe-0396,2021,yes,in dataset,NA,no,yes,yes,Field blank,PP_JJ,BC_PP
pecoe-0397,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_JJ,BC_PP
pecoe-0398,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_JJ,BC_PP
pecoe-0399,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_HI,BC_PP
pecoe-0400,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_HI,BC_PP
pecoe-0401,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_HI,BC_PP
pecoe-0402,2021,yes,in dataset,NA,no,yes,yes,Sample,PP_HI,BC_PP
pecoe-0403,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Field blank,PP_HI,BC_PP
pecoe-0404,2021,no,missing,Not sequenced,NA,yes,yes,Field blank,PP_SI,BC_PP
pecoe-0405,2021,no,missing,Not sequenced,NA,yes,yes,Sample,PP_SI,BC_PP
pecoe-0406,2021,no,missing,Not sequenced,NA,yes,yes,Sample,PP_SI,BC_PP
pecoe-0407,2021,no,missing,Not sequenced,NA,yes,yes,Sample,PP_SI,BC_PP
pecoe-0408,2021,no,missing,Not sequenced,NA,yes,yes,Sample,PP_SI,BC_PP
pecoe-0409,2021,no,missing,Not sequenced,NA,yes,yes,Field blank,PP_G,BC_PP
pecoe-0410,2021,no,missing,Not sequenced,NA,yes,yes,Sample,PP_G,BC_PP
pecoe-0411,2021,no,missing,Not sequenced,NA,yes,yes,Sample,PP_G,BC_PP
pecoe-0412,2021,no,missing,Not sequenced,NA,yes,yes,Sample,PP_G,BC_PP
pecoe-0413,2021,no,missing,Not sequenced,NA,yes,yes,Sample,PP_G,BC_PP
pecoe-0419,2021,yes,in dataset,NA,no,yes,yes,Field blank,NV_BI,BC_NV
pecoe-0420,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_BI,BC_NV
pecoe-0421,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_BI,BC_NV
pecoe-0422,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_BI,BC_NV
pecoe-0423,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_BI,BC_NV
pecoe-0424,2021,yes,in dataset,NA,no,yes,yes,Field blank,NV_KH,BC_NV
pecoe-0425,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_KH,BC_NV
pecoe-0426,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_KH,BC_NV
pecoe-0427,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_KH,BC_NV
pecoe-0428,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_KH,BC_NV
pecoe-0429,2021,yes,in dataset,NA,no,yes,yes,Field blank,NV_KC,BC_NV
pecoe-0430,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_KC,BC_NV
pecoe-0431,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_KC,BC_NV
pecoe-0432,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_KC,BC_NV
pecoe-0433,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_KC,BC_NV
pecoe-0434,2021,yes,in dataset,NA,no,yes,yes,Field blank,NV_JL,BC_NV
pecoe-0435,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_JL,BC_NV
pecoe-0436,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_JL,BC_NV
pecoe-0437,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_JL,BC_NV
pecoe-0438,2021,yes,in dataset,NA,no,yes,yes,Sample,NV_JL,BC_NV
pecoe-0439,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_SMB,BC_IC
pecoe-0440,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_SMB,BC_IC
pecoe-0441,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Sample,IC_SHS,BC_IC
pecoe-0442,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_SHS,BC_IC
pecoe-0443,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_SHS,BC_IC
pecoe-0444,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_SHS,BC_IC
pecoe-0445,2021,yes,in dataset,NA,no,yes,yes,Field blank,IC_SHS,BC_IC
pecoe-0446,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_OPB,BC_IC
pecoe-0447,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_OPB,BC_IC
pecoe-0448,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_OPB,BC_IC
pecoe-0449,2021,yes,in dataset,NA,no,yes,yes,Field blank,IC_OPB,BC_IC
pecoe-0450,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_OPB,BC_IC
pecoe-0451,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_MAB,BC_IC
pecoe-0452,2021,yes,missing,dropped before filterandtrim,NA,yes,yes,Sample,IC_MAB,BC_IC
pecoe-0453,2021,yes,in dataset,NA,no,yes,yes,Sample,IC_MAB,BC_IC
pecoe-0454,2021,yes,in dataset,NA,no,yes,yes,Field blank,IC_MAB,BC_IC
pecoe-0455,2021,yes,missing,no fish,no,yes,yes,Sample,IC_MAB,BC_IC
pecoe-0456,2022,yes,in dataset,NA,< 50,yes,yes,Field blank,SE_GK,AK_SE
pecoe-0457,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_GK,AK_SE
pecoe-0458,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_GK,AK_SE
pecoe-0459,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_GK,AK_SE
pecoe-0460,2022,yes,missing,NA,NA,yes,yes,Sample,SE_GK,AK_SE
pecoe-0461,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,SE_NS,AK_SE
pecoe-0462,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_NS,AK_SE
pecoe-0463,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_NS,AK_SE
pecoe-0464,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_NS,AK_SE
pecoe-0465,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_NS,AK_SE
pecoe-0466,2022,yes,missing,no fish,NA,yes,yes,Field blank,SE_SH,AK_SE
pecoe-0467,2022,yes,missing,no fish,< 5,yes,yes,Sample,SE_SH,AK_SE
pecoe-0468,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_SH,AK_SE
pecoe-0469,2022,yes,missing,no fish,< 5,yes,yes,Sample,SE_SH,AK_SE
pecoe-0470,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_SH,AK_SE
pecoe-0471,2022,yes,missing,NA,NA,yes,yes,Field blank,SE_NZ,AK_SE
pecoe-0472,2022,yes,in dataset,NA,< 25,yes,yes,Sample,SE_NZ,AK_SE
pecoe-0473,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_NZ,AK_SE
pecoe-0474,2022,yes,missing,no fish,< 25,yes,yes,Sample,SE_NZ,AK_SE
pecoe-0475,2022,yes,missing,no fish,< 5,yes,yes,Sample,SE_NZ,AK_SE
pecoe-0476,2022,yes,missing,no fish,NA,yes,yes,Field blank,SE_RF,AK_SE
pecoe-0477,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,SE_RF,AK_SE
pecoe-0478,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_RF,AK_SE
pecoe-0479,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_RF,AK_SE
pecoe-0480,2022,yes,in dataset,NA,no,yes,yes,Sample,SE_RF,AK_SE
pecoe-0481,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,PS_FJ,WA_PSb
pecoe-0482,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_FJ,WA_PSb
pecoe-0483,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_FJ,WA_PSb
pecoe-0484,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_FJ,WA_PSb
pecoe-0485,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_FJ,WA_PSb
pecoe-0486,2022,yes,in dataset,NA,no,yes,yes,Field blank,PS_FB,WA_PSb
pecoe-0487,2022,yes,missing,NA,NA,yes,yes,Sample,PS_FB,WA_PSb
pecoe-0488,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_FB,WA_PSb
pecoe-0489,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_FB,WA_PSb
pecoe-0490,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_FB,WA_PSb
pecoe-0491,2022,yes,missing,no fish,NA,yes,yes,Field blank,PS_NC,WA_PSb
pecoe-0492,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,PS_NC,WA_PSb
pecoe-0493,2022,yes,missing,dropped during merge step,< 5,yes,yes,Sample,PS_NC,WA_PSb
pecoe-0494,2022,yes,missing,NA,NA,yes,yes,Sample,PS_NC,WA_PSb
pecoe-0495,2022,yes,missing,dropped during merge step,< 5,yes,yes,Sample,PS_NC,WA_PSb
pecoe-0496,2022,yes,missing,dropped during merge step,< 5,yes,yes,Field blank,PS_IC,WA_PSb
pecoe-0497,2022,yes,missing,NA,NA,yes,yes,Sample,PS_IC,WA_PSb
pecoe-0498,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_IC,WA_PSb
pecoe-0499,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_IC,WA_PSb
pecoe-0500,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_IC,WA_PSb
pecoe-0501,2022,yes,missing,no fish,NA,yes,yes,Field blank,PS_BH,WA_PSb
pecoe-0502,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_BH,WA_PSb
pecoe-0503,2022,yes,in dataset,NA,no,yes,yes,Sample,PS_BH,WA_PSb
pecoe-0504,2022,yes,missing,no fish,< 25,yes,yes,Sample,PS_BH,WA_PSb
pecoe-0505,2022,yes,missing,no fish,< 5,yes,yes,Sample,PS_BH,WA_PSb
pecoe-0506,2022,yes,in dataset,NA,no,yes,yes,Sample,PP_MB,BC_PP
pecoe-0507,2022,yes,in dataset,NA,no,yes,yes,Sample,PP_MB,BC_PP
pecoe-0508,2022,yes,in dataset,NA,no,yes,yes,Sample,PP_MB,BC_PP
pecoe-0509,2022,yes,missing,NA,NA,yes,yes,Sample,PP_MB,BC_PP
pecoe-0510,2022,yes,missing,no fish,NA,yes,yes,Field blank,PP_MB,BC_PP
pecoe-0511,2022,yes,in dataset,NA,< 100,yes,yes,Sample,PP_HI,BC_PP
pecoe-0512,2022,yes,in dataset,NA,no,yes,yes,Sample,PP_HI,BC_PP
pecoe-0513,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,PP_HI,BC_PP
pecoe-0514,2022,yes,missing,dropped during merge step,< 5,yes,yes,Sample,PP_HI,BC_PP
pecoe-0515,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,PP_HI,BC_PP
pecoe-0516,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,PP_E,BC_PP
pecoe-0517,2022,yes,missing,no fish,< 5,yes,yes,Sample,PP_E,BC_PP
pecoe-0518,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,PP_E,BC_PP
pecoe-0519,2022,yes,in dataset,NA,no,yes,yes,Sample,PP_E,BC_PP
pecoe-0520,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,PP_E,BC_PP
pecoe-0521,2022,yes,in dataset,NA,NA,yes,yes,Sample,PP_J,BC_PP
pecoe-0522,2022,yes,in dataset,NA,no,yes,yes,Sample,PP_J,BC_PP
pecoe-0523,2022,yes,missing,no fish,< 50,yes,yes,Sample,PP_J,BC_PP
pecoe-0524,2022,yes,in dataset,NA,no,yes,yes,Sample,PP_J,BC_PP
pecoe-0525,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,PP_J,BC_PP
pecoe-0526,2022,yes,missing,dropped during merge step,< 5,yes,yes,Sample,PP_C,BC_PP
pecoe-0527,2022,yes,missing,NA,NA,yes,yes,Sample,PP_C,BC_PP
pecoe-0528,2022,yes,in dataset,NA,NA,yes,yes,Sample,PP_C,BC_PP
pecoe-0529,2022,yes,in dataset,NA,no,yes,yes,Sample,PP_C,BC_PP
pecoe-0530,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,PP_C,BC_PP
pecoe-0531,2022,yes,missing,dropped during sequencing,NA,yes,yes,Field blank,JN_BC,AK_JN
pecoe-0532,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_BC,AK_JN
pecoe-0533,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_BC,AK_JN
pecoe-0534,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_BC,AK_JN
pecoe-0535,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_BC,AK_JN
pecoe-0536,2022,yes,missing,no fish,< 25,yes,no,Field blank,JN_AN,AK_JN
pecoe-0537,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_AN,AK_JN
pecoe-0538,2022,yes,missing,no fish,NA,yes,yes,Sample,JN_AN,AK_JN
pecoe-0539,2022,yes,in dataset,NA,NA,yes,yes,Sample,JN_AN,AK_JN
pecoe-0540,2022,yes,in dataset,NA,< 25,yes,yes,Sample,JN_AN,AK_JN
pecoe-0541,2022,yes,missing,dropped during merge step,< 5,yes,no,Field blank,JN_FC,AK_JN
pecoe-0542,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,JN_FC,AK_JN
pecoe-0543,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_FC,AK_JN
pecoe-0544,2022,yes,missing,dropped during sequencing,NA,yes,yes,Sample,JN_FC,AK_JN
pecoe-0545,2022,yes,missing,no fish,< 5,yes,yes,Sample,JN_FC,AK_JN
pecoe-0546,2022,yes,missing,no fish,< 100,yes,yes,Field blank,JN_SB,AK_JN
pecoe-0547,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_SB,AK_JN
pecoe-0548,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_SB,AK_JN
pecoe-0549,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_SB,AK_JN
pecoe-0550,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_SB,AK_JN
pecoe-0551,2022,yes,missing,NA,NA,yes,yes,Field blank,JN_EC,AK_JN
pecoe-0552,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_EC,AK_JN
pecoe-0553,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_EC,AK_JN
pecoe-0554,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_EC,AK_JN
pecoe-0555,2022,yes,in dataset,NA,no,yes,yes,Sample,JN_EC,AK_JN
