sample_name,motu,reads_adjust_sample,motu_pa,found_taxa_motu,common_name_motu,rank_motu,location,macroveg_group,macroveg_community,pcr_rep,reads_raw_sample,asv,raw_reads,sample_id,site,date,year,depth,spatial_rep,geo_location_name,experiment,temperature_c_surface,salinity_ppt_surface,p_h_surface,temperature_c_bottom,salinity_ppt_bottom,p_h_bottom,bottom_depth_m,lat,long,substrate,freshwater_input,beach_length,exposure,seed_asv,ctrl_mean,reads_adjust,found_taxa_asv,common_name_asv,rank_asv,kingdom,phylum,class,order,family,genus,freshwater_only
edna0009,motu29,1886,1,Anarrhichthys ocellatus,Wolf eel,species,choked pass,seagrass,zostera,rep3,1886,ASV32,852,edna0009-rep3,2018_choked-pass_surface,2018-06-19,2018,surface,3,edna_ch_i3_30,surface,12.3,30.72,8.07,NA,NA,NA,7.1,51.67533222,-128.1197834,sand,NA,NA,NA,ASV32,0,852,Anarrhichthys ocellatus,Wolf eel,species,Eukaryota,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,0
edna0009,motu42,831,1,Pleuronichthys coenosus,C-O sole,species,choked pass,seagrass,zostera,rep3,831,ASV47,831,edna0009-rep3,2018_choked-pass_surface,2018-06-19,2018,surface,3,edna_ch_i3_30,surface,12.3,30.72,8.07,NA,NA,NA,7.1,51.67533222,-128.1197834,sand,NA,NA,NA,ASV47,0,831,Pleuronichthys coenosus,C-O sole,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronichthys,0
edna0009,motu126,420,1,Anoplopoma fimbria,Sablefish,species,choked pass,seagrass,zostera,rep3,420,ASV292,420,edna0009-rep3,2018_choked-pass_surface,2018-06-19,2018,surface,3,edna_ch_i3_30,surface,12.3,30.72,8.07,NA,NA,NA,7.1,51.67533222,-128.1197834,sand,NA,NA,NA,ASV292,0,420,Anoplopoma fimbria,Sablefish,species,Eukaryota,Chordata,Teleostei,Perciformes,Anoplopomatidae,Anoplopoma,0
edna0010,motu1,8205,1,Clupea pallasii,Pacific herring,species,choked pass,seagrass,zostera,rep2,9235,ASV1,2500,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV1,0,2500,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0010,motu3,5861,1,Ammodytes personatus,Pacific sandlance,species,choked pass,seagrass,zostera,rep2,5863,ASV3,757,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV3,2,755,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0010,motu6,631,1,Hexagrammos decagrammus,Kelp greenling,species,choked pass,seagrass,zostera,rep2,631,ASV6,631,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV6,0,631,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0010,motu8,11019,1,Pleuronectidae,Flatfish family,family,choked pass,seagrass,zostera,rep2,11153,ASV10,4349,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV8,0,4349,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
edna0010,motu12,5777,1,Artedius lateralis,Smoothhead sculpin,species,choked pass,seagrass,zostera,rep2,5777,ASV13,589,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV13,0,589,Artedius lateralis,Smoothhead sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
edna0010,motu15,1447,1,Sebastes,Rockfish species,genus,choked pass,seagrass,zostera,rep2,1447,ASV16,821,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV16,0,821,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0010,motu19,1479,1,Citharichthys stigmaeus,Speckled sanddab,species,choked pass,seagrass,zostera,rep2,1479,ASV21,572,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV21,0,572,Citharichthys stigmaeus,Speckled sanddab,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
edna0010,motu29,4764,1,Anarrhichthys ocellatus,Wolf eel,species,choked pass,seagrass,zostera,rep2,4764,ASV32,2129,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV32,0,2129,Anarrhichthys ocellatus,Wolf eel,species,Eukaryota,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,0
edna0010,motu35,151,1,Aulorhynchus flavidus,Tube-snout,species,choked pass,seagrass,zostera,rep2,151,ASV39,151,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV39,0,151,Aulorhynchus flavidus,Tube-snout,species,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
edna0010,motu55,2367,1,Lepidopsetta,Sole species,genus,choked pass,seagrass,zostera,rep2,2367,ASV64,709,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV64,0,709,Lepidopsetta,Sole species,genus,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Lepidopsetta,0
edna0010,motu65,620,1,Hydrolagus colliei,Spotted ratfish,species,choked pass,seagrass,zostera,rep2,620,ASV81,146,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV81,0,146,Hydrolagus colliei,Spotted ratfish,species,Eukaryota,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,0
edna0010,motu71,3,1,Rhinogobiops nicholsii,Blackeye goby,species,choked pass,seagrass,zostera,rep2,3,ASV88,3,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV88,0,3,Rhinogobiops nicholsii,Blackeye goby,species,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Rhinogobiops,0
edna0010,motu3,5861,1,Ammodytes personatus,Pacific sandlance,species,choked pass,seagrass,zostera,rep2,5863,ASV127,696,edna0010-rep2,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV3,0,696,Ammodytes,Pacific sandlance species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0010,motu1,8205,1,Clupea pallasii,Pacific herring,species,choked pass,seagrass,zostera,rep3,9235,ASV1,951,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV1,0,951,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0010,motu2,1511,1,Cymatogaster aggregata,Shiner perch,species,choked pass,seagrass,zostera,rep3,1758,ASV2,7,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV2,0,7,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0010,motu3,5861,1,Ammodytes personatus,Pacific sandlance,species,choked pass,seagrass,zostera,rep3,5863,ASV3,1405,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV3,0,1405,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0010,motu8,11019,1,Pleuronectidae,Flatfish family,family,choked pass,seagrass,zostera,rep3,11153,ASV10,2355,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV8,0,2355,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
edna0010,motu12,5777,1,Artedius lateralis,Smoothhead sculpin,species,choked pass,seagrass,zostera,rep3,5777,ASV13,3382,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV13,0,3382,Artedius lateralis,Smoothhead sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
edna0010,motu43,726,1,Sebastes nebulosus,China rockfish,species,choked pass,seagrass,zostera,rep3,726,ASV48,726,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV48,0,726,Sebastes nebulosus,China rockfish,species,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0010,motu55,2367,1,Lepidopsetta,Sole species,genus,choked pass,seagrass,zostera,rep3,2367,ASV64,1658,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV64,0,1658,Lepidopsetta,Sole species,genus,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Lepidopsetta,0
edna0010,motu65,620,1,Hydrolagus colliei,Spotted ratfish,species,choked pass,seagrass,zostera,rep3,620,ASV81,474,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV81,0,474,Hydrolagus colliei,Spotted ratfish,species,Eukaryota,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,0
edna0010,motu66,1952,1,Gadus,Cod species,genus,choked pass,seagrass,zostera,rep3,1952,ASV82,755,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV82,0,755,Gadus,Cod species,genus,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
edna0010,motu66,1952,1,Gadus,Cod species,genus,choked pass,seagrass,zostera,rep3,1952,ASV90,608,edna0010-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,1,edna_ch_i3_00,depth,12.1,30.74,8.08,NA,NA,NA,7,51.67529798,-128.1193259,sand,NA,NA,NA,ASV82,0,608,Gadus macrocephalus,Pacific cod,species,Eukaryota,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,0
edna0011,motu1,13009,1,Clupea pallasii,Pacific herring,species,choked pass,seagrass,zostera,rep1,14039,ASV1,5748,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV1,1030,4718,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0011,motu3,7543,1,Ammodytes personatus,Pacific sandlance,species,choked pass,seagrass,zostera,rep1,7543,ASV3,1715,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV3,0,1715,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0011,motu6,1703,1,Hexagrammos decagrammus,Kelp greenling,species,choked pass,seagrass,zostera,rep1,1770,ASV6,1712,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV6,67,1645,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0011,motu7,1268,1,Leptocottus armatus,Pacific staghorn sculpin,species,choked pass,seagrass,zostera,rep1,1723,ASV7,1198,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV7,455,743,Leptocottus armatus,Pacific staghorn sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0
edna0011,motu10,893,1,Anoplarchus,Cockscomb species,genus,choked pass,seagrass,zostera,rep1,893,ASV11,893,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV11,0,893,Anoplarchus,Cockscomb species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
edna0011,motu12,2087,1,Artedius lateralis,Smoothhead sculpin,species,choked pass,seagrass,zostera,rep1,2087,ASV13,1608,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV13,0,1608,Artedius lateralis,Smoothhead sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
edna0011,motu15,511,1,Sebastes,Rockfish species,genus,choked pass,seagrass,zostera,rep1,511,ASV16,511,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV16,0,511,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0011,motu21,1155,1,Citharichthys sordidus,Pacific sanddab,species,choked pass,seagrass,zostera,rep1,1155,ASV23,1155,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV23,0,1155,Citharichthys sordidus,Pacific sanddab,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
edna0011,motu23,1427,1,Scorpaenichthys marmoratus,Cabezon,species,choked pass,seagrass,zostera,rep1,1427,ASV25,1077,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV25,0,1077,Scorpaenichthys marmoratus,Cabezon,species,Eukaryota,Chordata,Teleostei,Perciformes,Jordaniidae,Scorpaenichthys,0
edna0011,motu25,234,1,Hemilepidotus hemilepidotus,Red Irish lord,species,choked pass,seagrass,zostera,rep1,234,ASV27,234,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV27,0,234,Hemilepidotus hemilepidotus,Red Irish lord,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0
edna0011,motu19,1965,1,Citharichthys stigmaeus,Speckled sanddab,species,choked pass,seagrass,zostera,rep1,1969,ASV28,315,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV21,0,315,Citharichthys stigmaeus,Speckled sanddab,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
edna0011,motu29,1543,1,Anarrhichthys ocellatus,Wolf eel,species,choked pass,seagrass,zostera,rep1,1543,ASV32,934,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV32,0,934,Anarrhichthys ocellatus,Wolf eel,species,Eukaryota,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,0
edna0011,motu31,687,1,Oncorhynchus gorbuscha,Pink salmon,species,choked pass,seagrass,zostera,rep1,687,ASV35,283,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV35,0,283,Oncorhynchus gorbuscha,Pink salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0011,motu32,395,1,Gobiesox maeandricus,Northern clingfish,species,choked pass,seagrass,zostera,rep1,395,ASV36,395,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV36,0,395,Gobiesox maeandricus,Northern clingfish,species,Animalia,Chordata,Teleostei,Gobiesociformes,Gobiesocidae,Gobiesox,0
edna0011,motu34,4650,1,Enophrys bison,Buffalo sculpin,species,choked pass,seagrass,zostera,rep1,4650,ASV38,1777,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV38,0,1777,Enophrys bison,Buffalo sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Enophrys,0
edna0011,motu35,1137,1,Aulorhynchus flavidus,Tube-snout,species,choked pass,seagrass,zostera,rep1,1137,ASV39,597,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV39,0,597,Aulorhynchus flavidus,Tube-snout,species,Eukaryota,Chordata,Teleostei,Perciformes,Aulorhynchidae,Aulorhynchus,0
edna0011,motu43,154,1,Sebastes nebulosus,China rockfish,species,choked pass,seagrass,zostera,rep1,154,ASV48,154,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV48,0,154,Sebastes nebulosus,China rockfish,species,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0011,motu47,280,1,Microstomus pacificus,Pacific Dover sole,species,choked pass,seagrass,zostera,rep1,636,ASV53,636,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV53,356,280,Microstomus pacificus,Pacific Dover sole,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,0
edna0011,motu50,5191,1,Hemilepidotus spinosus,Brown Irish lord,species,choked pass,seagrass,zostera,rep1,5191,ASV57,2909,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV57,0,2909,Hemilepidotus spinosus,Brown Irish lord,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0
edna0011,motu7,1268,1,Leptocottus armatus,Pacific staghorn sculpin,species,choked pass,seagrass,zostera,rep1,1723,ASV284,525,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV7,0,525,Leptocottus armatus,Pacific staghorn sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0
edna0011,motu125,522,1,Gasterosteus aculeatus,Three-spined stickleback,species,choked pass,seagrass,zostera,rep1,522,ASV286,522,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV286,0,522,Gasterosteus aculeatus,Three-spined stickleback,species,Eukaryota,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,0
edna0011,motu136,442,1,Artedius fenestralis,Padded sculpin,species,choked pass,seagrass,zostera,rep1,442,ASV340,442,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV340,0,442,Artedius fenestralis,Padded sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
edna0011,motu31,687,1,Oncorhynchus gorbuscha,Pink salmon,species,choked pass,seagrass,zostera,rep1,687,ASV364,404,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV35,0,404,Oncorhynchus gorbuscha,Pink salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0011,motu16,377,1,Apodichthys flavidus,Penpoint gunnel,species,choked pass,seagrass,zostera,rep1,377,ASV379,377,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV17,0,377,Apodichthys flavidus,Penpoint gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys,0
edna0011,motu12,2087,1,Artedius lateralis,Smoothhead sculpin,species,choked pass,seagrass,zostera,rep1,2087,ASV460,287,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV13,0,287,Artedius lateralis,Smoothhead sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
edna0011,motu214,393,1,Pholis laeta,Crescent gunnel,species,choked pass,seagrass,zostera,rep1,393,ASV657,139,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV657,0,139,Pholis laeta,Crescent gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0
edna0011,motu214,393,1,Pholis laeta,Crescent gunnel,species,choked pass,seagrass,zostera,rep1,393,ASV661,137,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV657,0,137,Pholis laeta,Crescent gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0
edna0011,motu214,393,1,Pholis laeta,Crescent gunnel,species,choked pass,seagrass,zostera,rep1,393,ASV691,117,edna0011-rep1,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV657,0,117,Pholis laeta,Crescent gunnel,species,Eukaryota,Chordata,Teleostei,Perciformes,Pholidae,Pholis,0
edna0011,motu1,13009,1,Clupea pallasii,Pacific herring,species,choked pass,seagrass,zostera,rep3,14039,ASV1,8291,edna0011-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV1,0,8291,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0011,motu3,7543,1,Ammodytes personatus,Pacific sandlance,species,choked pass,seagrass,zostera,rep3,7543,ASV3,5828,edna0011-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV3,0,5828,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0011,motu4,1195,1,Sebastes,Rockfish species,genus,choked pass,seagrass,zostera,rep3,1195,ASV4,1195,edna0011-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV4,0,1195,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0011,motu6,1703,1,Hexagrammos decagrammus,Kelp greenling,species,choked pass,seagrass,zostera,rep3,1770,ASV6,58,edna0011-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV6,0,58,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0011,motu8,2094,1,Pleuronectidae,Flatfish family,family,choked pass,seagrass,zostera,rep3,2094,ASV10,2094,edna0011-rep3,2018_choked-pass_depth,2018-06-19,2018,depth,2,edna_ch_i3_15,depth,12.1,30.77,8.08,NA,NA,NA,7,51.67531843,-128.1195572,sand,NA,NA,NA,ASV8,0,2094,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
